"codigo_origem";"descricao_original";"unidade_origem";"produto_canonico";"marca";"categoria";"nome_variante";"unidade_canonica";"atributos"
"goevo:009582";"GT PENTE ALETAS GT351 PLASTICO";"PC";"Pente para Aletas GT";"GT";"Refrigeração";"GT351 Plástico";"PC";"Modelo=GT351 | Material=Plástico"
"goevo:009585";"VALVULA ESFERA DANFOSS GBC 12 1/2 C/CON.";"PC";"Valvula Esfera Danfoss GBC";"Danfoss";"Climatizacao";"1/2"" GBC 12 Com Conexao";"PC";"Bitola=1/2"" | Tipo=Com Conexao | Modelo=GBC 12"
"goevo:009586";"VALVULA ESFERA DANFOSS GBC 06 1/4 S";"PC";"Valvula Esfera Danfoss GBC";"Danfoss";"Climatizacao";"1/4"" GBC 06 Sem Conexao";"PC";"Bitola=1/4"" | Tipo=Sem Conexao | Modelo=GBC 06"
"goevo:009589";"BROCANTE 4,2X19MM CAB. FLANGEADA PHILIPS ZI (I)";"CT";"Parafuso Autobrocante Cabeca Sextavada";"";"Fixacao";"4,2 x 19 mm Flangeada Zincado";"PC";"Bitola=4,2 x 19 mm | Tipo Cabeca=Flangeada | Acabamento=Zincado"
"goevo:009590";"SOQUETE MAGNETICO 1/4"" (ARCOTEC)";"PC";"Soquete Magnetico Arcotec";"Arcotec";"Ferramentas";"1/4""";"PC";"Tamanho=1/4"""
"goevo:009593";"BASE INFERIOR TAMPA CARCAÇA DELL";"UN";"Carcaça Base Inferior Dell Inspiron";"Dell";"Informatica";"Dell Genérico";"UN";"Modelo=Dell (Genérico)"
"goevo:009594";"BATERIA DELL 8FCTC 56 WH ORIGINAL";"UN";"Bateria Dell Original";"Dell";"Informatica";"8FCTC 56 Wh";"UN";"Modelo=8FCTC | Capacidade=56 Wh"
"goevo:009599";"BASE INFERIOR TAMPA CARCAÇA DELL G15 5510 5511 5515 002D9J";"UN";"Carcaça Base Inferior Dell G15";"Dell";"Informatica";"G15 5510/5511/5515 002D9J";"UN";"Modelo=G15 5510/5511/5515 | Part Number=002D9J"
"goevo:009600";"PALMREST + TECLADO DELL VOSTRO 3400 3401 3405";"UN";"Palmrest com Teclado Dell Vostro";"Dell";"Informatica";"Vostro 3400/3401/3405";"UN";"Modelo=Vostro 3400/3401/3405"
"goevo:009601";"BANQUETA ESTILO INDUSTRIAL 50X35X35 FERRO MADEIRA PINUS BAR";"UN";"Banqueta Industrial Ferro e Madeira";"";"Mobiliario";"50x35x35 cm Pinus Bar";"UN";"Dimensao=50x35x35 cm | Material=Ferro e Madeira Pinus | Estilo=Bar"
"goevo:009603";"SERVIÇO DE INSTAÇÃO DE MANTA ASFALTICA";"UN";"Serviço de Instalação de Manta Asfáltica";"";"Serviços";"Padrão";"UN";""
"goevo:009605";"SERVIÇO DE PASSAGEM DE CIRCUITO ELETRICO";"UN";"Serviço de Passagem de Circuito Elétrico";"";"Serviços";"Padrão";"UN";""
"goevo:009607";"SERIVÇO DE INSTALAÇÃO E FORNECIMENTO DE CAIXA PARA O TERMOSTATO";"UN";"Servico de Fornecimento de Caixa com Colarinho";"";"Servicos";"Termostato";"UN";"Aplicacao=Termostato"
"goevo:009609";"PAINEL DE LED 6W BRANCO QUENTE SOBREPOR QUADRADO 9X9 CM";"UN";"Painel LED Sobrepor Quadrado";"";"Iluminacao";"9x9 cm 6 W Branco Quente";"UN";"Dimensao=9x9 cm | Potencia=6 W | Temperatura=3000K"
"goevo:009611";"OXIDO DE CERIO EM PO PARA POLIR VIDRO 100G";"UN";"Óxido de Cério em Pó para Polir Vidro";"";"Ferramentas";"100 g";"UN";"Peso=100 g"
"goevo:009613";"COTOVELO PARA INSTALAÇÃO DE VASO COM PONTO DE ESGOTO 25CM";"UN";"Cotovelo para Instalação de Vaso com Ponto de Esgoto";"";"Hidraulica";"25 cm";"UN";"Comprimento=25 cm"
"goevo:009615";"CAFETEIRA ESPRESSO LOV VERMELHA AUTOMATICA 127V - TRES CORACOES";"UN";"Cafeteira Espresso Lov Automática Três Corações";"Três Corações";"Utensilios";"Vermelha 127 V";"UN";"Cor=Vermelha | Voltagem=127 V | Tipo=Automática"
"goevo:009617";"SERVIÇO DE MANUTENÇÃO DE ELEVADOR";"UN";"Serviço de Manutenção de Elevador";"";"Serviços";"Padrão";"UN";""
"goevo:009619";"UNIDADE EVAPORADORA VRV TIPO DUTO - 7.700 KCAL/H";"UN";"Unidade Evaporadora VRV Tipo Duto";"";"Refrigeração";"7.700 kcal/h";"UN";"Capacidade=7.700 kcal/h"
"goevo:009621";"ROTHENBERGER MAÇARICO POWER SUPER FIRE";"UN";"Maçarico Power Super Fire Rothenberger";"Rothenberger";"Ferramentas";"Power Super Fire";"UN";"Modelo=Power Super Fire"
"goevo:009623";"VALVULA ESFERA DANFOSS GBC 18 3/4 C/CON.";"UN";"Valvula Esfera Danfoss GBC";"Danfoss";"Climatizacao";"3/4"" GBC 18 Com Conexao";"UN";"Bitola=3/4"" | Tipo=Com Conexao | Modelo=GBC 18"
"goevo:009625";"K11 TAPA FUGAS DOSE ÚNICA 15ML + CONTRASTE";"UN";"Tapa Fugas Dose Única K11 com Contraste";"";"Climatizacao";"15 ml Com Contraste";"UN";"Capacidade=15 ml | Tipo=Com Contraste"
"goevo:009626";"CAPACITOR DUPLO 40 + 2,5 MFD 380 VAC";"UN";"Capacitor Duplo";"";"Refrigeração";"40 + 2,5 MFD 380 VAC";"UN";"Capacidade=40 + 2,5 MFD | Voltagem=380 VAC"
"goevo:009629";"DWLT BOLSA P/FERRAMENTAS MULTITASK C/RODINHAS";"UN";"Bolsa para Ferramentas Multitask com Rodinhas DeWalt";"DeWalt";"Ferramentas";"Multitask Com Rodinhas";"UN";"Tipo=Multitask | Caracteristica=Com Rodinhas"
"goevo:009631";"GSD 377-GABINETE SIROCCO DUPLO 377";"PC";"Gabinete Sirocco Duplo GSD";"";"Refrigeração";"GSD 377";"PC";"Modelo=GSD 377"
"goevo:009633";"ADESIVO IMPRESSO";"UN";"Adesivo Impresso";"";"Marketing";"Padrão";"UN";""
"goevo:009634";"DESLOCAMENTO E INSTALAÇÃO DE ADESIVO IMPRESSO";"UN";"Serviço de Deslocamento e Instalação de Adesivo Impresso";"";"Serviços";"Padrão";"UN";""
"goevo:009637";"ANEMOMETRO DIGITAL MINIPA";"UN";"Anemômetro Digital Minipa";"Minipa";"Ferramentas";"Padrão";"UN";""
"goevo:009638";"BARRAMENTO CENTRAL TRIFÁSICO 100A 28/P";"UN";"Barramento Central Trifásico";"";"Eletrica";"100 A 28 Polos";"UN";"Corrente=100 A | Capacidade=28 Polos | Tipo=Central Trifásico"
"goevo:009641";"KIT 3 REFIL DO MOP SPRAY RODO ESFREGÃO LIMPEZA MICROFIBRA";"KI";"Kit Refil para Mop Spray Microfibra";"";"Limpeza";"3 unidades";"KI";"Quantidade=3 unidades | Material=Microfibra"
"goevo:009644";"INSTALAÇÃO DE DIVISORIA DE DRYWALL COM MANTA DE ISOLAMENTO ACUSTICO";"UN";"Serviço de Instalação de Divisoria de Drywall com Manta de Isolamento Acustico";"";"Serviços";"Padrao";"UN";""
"goevo:009649";"BASE SUPERIOR TECLADO LENOVO IDEAPAD 320 / 330 15";"UN";"Base Superior Teclado Lenovo Ideapad";"Lenovo";"Informatica";"320/330 15""";"UN";"Modelo=320 / 330 | Tamanho=15"""
"goevo:009650";"MOLDURA DA TELA LENOVO IDEAPAD 320 330 520 15 SÉRIES";"UN";"Moldura da Tela Lenovo Ideapad";"Lenovo";"Informatica";"320/330/520 15""";"UN";"Modelo=320/330/520 | Tamanho=15"""
"goevo:009651";"ACABAMENTO MOLDURA LENOVO IDEAPAD";"UN";"Acabamento Moldura Lenovo Ideapad";"Lenovo";"Informatica";"Padrao";"UN";""
"goevo:009656";"PORTA 40X40 VENEZIANA ALUMINIO PRETA COM FECHADURA";"UN";"Porta Veneziana Aluminio com Fechadura";"";"Portas";"40x40 cm Preto";"UN";"Dimensao=40x40 cm | Cor=Preto"
"goevo:009658";"ARMARIO ALTO FECHADO 1.60X80X42 F.15MM";"UN";"Armario Alto Fechado";"";"Mobiliario";"1,60x0,80x0,42 m F.15mm";"UN";"Dimensao=1,60 x 0,80 x 0,42 m | Espessura=15 mm"
"goevo:009660";"SERVIÇO DE REPARO NA TUBULAÇÃO DE AGUA";"UN";"Serviço de Reparo na Tubulação de Agua";"";"Serviços";"Padrao";"UN";""
"goevo:009663";"FT REFINETE FT73DK";"UN";"Filtro Refinete FT73DK";"";"Refrigeracao";"FT73DK";"UN";"Modelo=FT73DK"
"goevo:009665";"KIT 2 PLAFON SOBREPOR QUADRADO 12W PRETO BRANCO QUENTE 3000K 110V/220V";"KI";"Kit Plafon Sobrepor Quadrado";"";"Iluminacao";"12W Preto 3000K 2un";"KI";"Quantidade=2 unidades | Potencia=12 W | Cor=Preto | Temperatura=3000K | Voltagem=110V/220V"
"goevo:009667";"BUFFET CLASSIC IMCAL APARADOR PRETO FOSCO 4 PORTAS";"UN";"Aparador Buffet Outlet";"";"Mobiliario";"Classic Imcal Preto Fosco 4 Portas";"UN";"Modelo=Classic Imcal | Cor=Preto Fosco | Configuracao=4 Portas"
"goevo:009668";"BANCO LIVIA BEGE 140CM";"UN";"Banco Livia";"";"Mobiliario";"Bege 140 cm";"UN";"Cor=Bege | Comprimento=140 cm"
"goevo:009669";"TAPETE ABDALLA REDONDO 140 CM HARMONY TRENDY 9810";"UN";"Tapete Abdalla Redondo Harmony Trendy";"Abdalla";"Decoracao";"140 cm Modelo 9810";"UN";"Diametro=140 cm | Modelo=9810"
"goevo:009674";"SERVIÇO DE SUBSTITUIÇÃO DE REGISTRO DE HIDRANTE";"UN";"Serviço de Substituição de Registro de Hidrante";"";"Serviços";"Padrao";"UN";""
"goevo:009676";"CHUMBADOR OLHAL PARA ANCORAGEM ROSCA DE 3/8";"UN";"Chumbador Olhal para Ancoragem";"";"Fixacao";"3/8""";"UN";"Bitola=3/8"""
"goevo:009678";"CABO DE AÇO DE 1/4"" ZINCADO 100M";"M";"Cabo de Aco Zincado";"";"Fixacao";"1/4"" Zincado";"M";"Bitola=1/4"" | Acabamento=Zincado"
"goevo:009679";"ADAPTADOR DE TOMADA";"UN";"Adaptador de Tomada";"";"Eletrica";"Padrao";"UN";""
"goevo:009685";"TERMINAIS FORQUILHA KIT 250PÇ 1,5MM/2,5MM/6MM";"KI";"Kit Terminais Forquilha";"";"Eletrica";"250 peças 1,5/2,5/6mm";"KI";"Quantidade=250 peças | Bitola=1,5/2,5/6 mm"
"goevo:009686";"TERMINAL GENERICO KIT10 CONECTOR FRONTAL PARA CABO ATÉ 25MM";"UN";"Conector Generico para Cabo Front";"Front";"Eletrica";"Kit 10 peças";"UN";"Bitola=Até 25 mm | Quantidade=10 peças"
"goevo:009687";"ILHÓS CAIXA 1200 TERMINAIS ILHÓS DE 0,5/0,75/1/1,5/2,5/4/6/10MM²";"UN";"Kit Ilhos Terminais para Cabo";"";"Eletrica";"1200 peças 0,5 a 10mm²";"UN";"Quantidade=1200 peças | Bitola=0,5/0,75/1/1,5/2,5/4/6/10 mm²"
"goevo:009688";"GRELHA DE PORTA DUPLA MOLDURA 400X300MM";"UN";"Grelha de Porta Dupla com Moldura";"";"Ventilacao";"400x300 mm";"UN";"Dimensao=400x300 mm"
"goevo:009689";"TESOURA PARA CHAPA AVIACAO STANLEY 10'' (DIREITA) CABO VERDE";"UN";"Tesoura Corte Chapa Aço Stanley";"Stanley";"Ferramentas";"10"" Direita Cabo Verde";"UN";"Tamanho=10"" | Corte=Direita | Cor Cabo=Verde"
"goevo:009692";"RELE 30A VAC REV";"UN";"Rele VAC REV";"";"Eletrica";"30A";"UN";"Corrente=30 A"
"goevo:009694";"KIT PEDESTAL PISO ELEVADO ARDOSIA ALTURA ATÉ 40CM 20PÇS";"KI";"Pedestal para Piso Elevado Ardosia";"";"Construcao";"Altura até 40cm Kit 20 peças";"KI";"Altura Maxima=40 cm | Quantidade=20 peças"
"goevo:009696";"KIT 4 RADIOS WALKTALK BF-777S HT UHF 16 CANAIS COMUNICADOR PROFISSIONAL";"KI";"Kit Radio Walktalk BF-777S UHF";"";"Eletrica";"Kit 4 unidades BF-777S 16 canais";"KI";"Quantidade=4 unidades | Modelo=BF-777S | Canais=16 | Frequencia=UHF"
"goevo:009697";"BOLA 9 PÇS 6CM TUBO FOSCA RELEVO BRILHO CHAMPAGNE";"KI";"Kit Bolas Decorativas de Natal";"";"Decoracao";"9 peças 6cm Champagne";"KI";"Quantidade=9 peças | Diametro=6 cm | Acabamento=Fosca Relevo Brilho | Cor=Champagne"
"goevo:009698";"ARVORE VERDE 180CM 320 GALHOS NATAL";"UN";"Arvore de Natal";"";"Decoracao";"Verde 180cm 320 galhos";"UN";"Cor=Verde | Altura=180 cm | Galhos=320"
"goevo:009699";"BOTA BONECO XADREZ 23CM NATAL";"UN";"Bota Boneco Xadrez Decoração Natal";"";"Decoracao";"23 cm";"UN";"Tamanho=23 cm"
"goevo:009700";"BOLA 6 PÇS 4CM LISA COLOR NATAL";"KI";"Kit Bolas Lisa Colorida de Natal";"";"Decoracao";"6 peças 4cm";"KI";"Quantidade=6 peças | Diametro=4 cm | Acabamento=Lisa"
"goevo:009701";"PENDENTE ESTRELA 9CM TRICOTADO COM LAÇO NATAL";"UN";"Pendente Estrela Tricotado com Laço Natal";"";"Decoracao";"9 cm";"UN";"Tamanho=9 cm"
"goevo:009702";"LAÇO 58CM COM GLITTER VERMELHO NATAL";"UN";"Laço Decorativo com Glitter para Natal";"";"Decoracao";"Vermelho 58 cm";"UN";"Tamanho=58 cm | Cor=Vermelho | Acabamento=Com Glitter"
"goevo:009703";"PENDENTE PAPAI NOEL 12CM PLACA FELIZ NATAL";"UN";"Pendente Papai Noel com Placa Feliz Natal";"";"Decoracao";"12 cm";"UN";"Tamanho=12 cm"
"goevo:009712";"BOLA 15 PÇS 3CM TUBO MISTA AZUL NATAL";"KI";"Kit Bolas Decorativas de Natal Tubo Mista";"";"Decoracao";"Azul 3 cm 15 peças";"KI";"Quantidade=15 peças | Diametro=3 cm | Cor=Azul | Acabamento=Mista"
"goevo:009713";"PENDENTE AZEVINHOS 30CM DECORADO NATAL";"UN";"Pendente Azevinhos Decorado Natal";"";"Decoracao";"30 cm";"UN";"Tamanho=30 cm"
"goevo:009714";"PENDENTE BONECO DE NEVE 12CM NATAL";"UN";"Pendente Boneco de Neve Natal";"";"Decoracao";"12 cm";"UN";"Tamanho=12 cm"
"goevo:009715";"PENDENTE PINHA 3CM 6 PÇS COLOR NATAL";"KI";"Kit Pendente Pinha Colorido Natal";"";"Decoracao";"3 cm 6 peças";"KI";"Quantidade=6 peças | Tamanho=3 cm | Acabamento=Colorido"
"goevo:009716";"BOLA 10 PÇS 6CM TUBO FOSCA ARABESCO VAZADA CHAMP";"KI";"Kit Bolas Decorativas de Natal";"";"Decoracao";"Champagne 6 cm 10 peças Fosca Arabesco Vazada";"KI";"Quantidade=10 peças | Diametro=6 cm | Acabamento=Fosca Arabesco Vazada | Cor=Champagne"
"goevo:009722";"RELOCAÇÃO DE EQUIPAMENTO E STARTUP";"UN";"Serviço de Relocação de Equipamento com Startup";"";"Serviços";"Padrão";"UN";""
"goevo:009724";"MODIFICAÇÃO NOS DUTOS PARA MAIS PRESSÃO E VAZÃO DE AR";"UN";"Serviço de Modificação nos Dutos para Aumento de Pressão e Vazão";"";"Serviços";"Padrão";"UN";""
"goevo:009726";"SUPER TINTA PARA PISO ACRILICA PREMIUM BAUTECH 18L CORES COR GRAFITE";"UN";"Super Tinta para Piso Acrílica Premium Bautech";"Bautech";"Pintura";"Grafite 18 L";"UN";"Capacidade=18 L | Cor=Grafite"
"goevo:009728";"BOLA 9 PÇS 6CM TUBO DECORADO CHAMPANHE NATAL";"KI";"Kit Bolas Decorativas de Natal";"";"Decoracao";"Champagne 6 cm 9 peças Decorado";"KI";"Quantidade=9 peças | Diametro=6 cm | Acabamento=Decorado | Cor=Champagne"
"goevo:009730";"CAMERA DOME IP DS-2CD1321G0-I POE 1080P 2MP 2,8MM HIKVISION";"UN";"Camera Dome IP Hikvision";"Hikvision";"Seguranca";"DS-2CD1321G0-I 2 MP 2,8 mm POE";"UN";"Resolucao=1080p 2 MP | Modelo=DS-2CD1321G0-I | Lente=2,8 mm | Conectividade=POE"
"goevo:009732";"REPARO REGISTRO GAVETA 3/4";"UN";"Reparo Registro Gaveta";"";"Hidraulica";"3/4""";"UN";"Bitola=3/4"""
"goevo:009733";"CORPO CAIXA SIFONADA REDONDA COM RALO";"UN";"Corpo Caixa Sifonada Redonda com Ralo";"";"Hidraulica";"Padrão";"UN";""
"goevo:009734";"MECANISMO DE SAIDA PARA CAIXA ACOPLADA CENSI";"UN";"Mecanismo de Saída para Caixa Acoplada Censi";"Censi";"Hidraulica";"Padrão";"UN";""
"goevo:009738";"APOSTILA COM ASPIRAL 21X29,7";"UN";"Apostila com Espiral";"";"Escritorio";"21 x 29,7 cm";"UN";"Dimensao=21 x 29,7 cm"
"goevo:009740";"LAMINA 21X29,7";"UN";"Lamina";"";"Escritorio";"21 x 29,7 cm";"UN";"Dimensao=21 x 29,7 cm"
"goevo:009742";"CORDA DE NYLON POLIESTER PARA VARAL TRANÇADA 5MM 50MT";"UN";"Corda para Varal Trançada Nylon Poliester";"";"Utensilios";"5 mm 50 m";"UN";"Diametro=5 mm | Comprimento=50 m | Material=Nylon Poliester"
"goevo:009743";"SERVIÇO DE INTALAÇÃO DE CATRACA";"UN";"Serviço de Instalação de Catraca";"";"Serviços";"Padrão";"UN";""
"goevo:009746";"TINTA PARA PISO 18L CINZA ESCURO";"UN";"Tinta para Piso";"";"Pintura";"Cinza Escuro 18 L";"UN";"Capacidade=18 L | Cor=Cinza Escuro"
"goevo:009748";"PERFIL ""H"" CADEIRA 20MM ALUMINIO BR/ 3MT";"BR";"Perfil H para Cadeira Aluminio";"";"Acabamento";"20 mm 3 m";"BR";"Dimensao=20 mm | Comprimento=3 m | Material=Aluminio"
"goevo:009750";"PERFIL ""F"" 20MM ALUMINIO BR/ 3MT";"BR";"Perfil F Aluminio";"";"Acabamento";"20 mm 3 m";"BR";"Dimensao=20 mm | Comprimento=3 m | Material=Aluminio"
"goevo:009752";"KIT MEDIDOR DE ENERGIA TRIFÁSICO WI-FI BIDIRECIONAL SM-3W + 3 TCS BIPARTIDOS";"UN";"Kit Medidor de Energia Trifásico Wi-Fi Bidirecional com TCS Bipartidos";"";"Eletrica";"SM-3W Trifásico Wi-Fi com 3 TCS";"UN";"Tipo=Trifásico | Conectividade=Wi-Fi | Modelo=SM-3W | Quantidade TCS=3"
"goevo:009753";"VALVULA DE ADMISSÃO DE AR PARA ESGOTO 50MM";"UN";"Válvula de Admissão de Ar para Esgoto";"";"Hidraulica";"50 mm";"UN";"Diametro=50 mm"
"goevo:009756";"STAIN OSMOCOLOR MADEIRA PRONTO USO VÁRIAS CORES 900ML";"UN";"Stain Osmocolor Montana Transparente Acetinado";"Montana";"Pintura";"900 ml Pronto Uso";"UN";"Capacidade=900 ml | Acabamento=Pronto Uso"
"goevo:009757";"VASSOURINHA DE MESA 280X40MM VD28";"UN";"Vassourinha de Mesa";"";"Limpeza";"280 x 40 mm";"UN";"Dimensao=280 x 40 mm | Modelo=VD28"
"goevo:009760";"FORNECIMENTO DE MÃO DE OBRA PARA SERVIÇO DE SERVENTE";"UN";"Serviço de Mão de Obra para Servente";"";"Serviços";"Padrão";"UN";""
"goevo:009762";"PORTA VENEZIANA ALUMINIO 40X60 COM BATENTE";"UN";"Porta Veneziana Aluminio com Fechadura";"";"Portas";"40 x 60 cm Com Batente";"UN";"Dimensao=40 x 60 cm | Acessorios=Com Batente"
"goevo:009763";"PORCELANATO MUNARI BRANCO ACETINADO 59X59CM CAIXA COM 1,74M² RETIFICADO ELIANE";"UN";"Porcelanato Munari Branco Acetinado Eliane";"Eliane";"Revestimento";"Branco 59 x 59 cm";"UN";"Dimensao=59 x 59 cm | Acabamento=Acetinado Retificado | Cor=Branco | Rendimento=1,74 m²"
"goevo:009764";"CHAPA PS LEITOSO LUMINARIA TRANSLUCIDO LED 2X1 METROS - 2MM";"UN";"Placa em PS para Luminaria";"";"Iluminacao";"Leitoso 2 x 1 m 2 mm";"UN";"Dimensao=2 x 1 m | Espessura=2 mm | Acabamento=Leitoso Translucido"
"goevo:009768";"BOTINA SEGURANCA CAFE CADARCO C NUBUCK C.A 13.808 (MARLUVA)";"UN";"Botina de Segurança Marluva";"Marluva";"EPI";"Café Cadarço Nubuck CA 13.808";"UN";"Cor=Café | Tipo=Cadarço | Material=Couro Nubuck | CA=13.808"
"goevo:009770";"MINI LUXIMETRO DIGITAL 0 ~ 199,999 LUX MLM-1001 MINIPA";"UN";"Mini Luxímetro Digital Minipa";"Minipa";"Ferramentas";"MLM-1001 0~199.999 LUX";"UN";"Faixa=0 ~ 199.999 LUX | Modelo=MLM-1001"
"goevo:009772";"SERVIÇO DE CONSTRUÇÃO DE DIVISÓRIA DE DRYWALL";"UN";"Serviço de Execução de Parede de Drywall com La de Rocha";"";"Servicos";"Padrão";"UN";""
"goevo:009773";"SERVIÇO DE INFRAESTRUTURA SECA";"UN";"Serviço de Fornecimento de Cabo PP para Equipamentos";"";"Serviços";"Padrão";"UN";""
"goevo:009776";"FILTRO AL-TN 1500 X 220 X 8 MM";"PC";"Filtro AL-TN para Ar Condicionado";"";"Climatizacao";"1500x220x8 mm";"PC";"Dimensao=1500 x 220 x 8 mm"
"goevo:009777";"FILTRO AL-TN 1360 X 210 X 8 MM";"PC";"Filtro AL-TN para Ar Condicionado";"";"Climatizacao";"1360x210x8 mm";"PC";"Dimensao=1360 x 210 x 8 mm"
"goevo:009778";"FILTRO AL-TN 1100 X 200 X 8 MM";"PC";"Filtro AL-TN para Ar Condicionado";"";"Climatizacao";"1100x200x8 mm";"PC";"Dimensao=1100 x 200 x 8 mm"
"goevo:009779";"FILTRO AL-TN 1350 X 250 X 8 MM";"PC";"Filtro AL-TN para Ar Condicionado";"";"Climatizacao";"1350x250x8 mm";"PC";"Dimensao=1350 x 250 x 8 mm"
"goevo:009780";"FILTRO AL-TN 1050 X 250 X 8 MM";"PC";"Filtro AL-TN para Ar Condicionado";"";"Climatizacao";"1050x250x8 mm";"PC";"Dimensao=1050 x 250 x 8 mm"
"goevo:009786";"MOP AGUA PERFECTA PRO";"UN";"Mop Água Perfecta Pro";"";"Limpeza";"Padrão";"UN";""
"goevo:009788";"KIT 2 TORNEIRAS PARA FILTRO IBBL FR600";"KI";"Kit Torneiras para Filtro IBBL FR600";"IBBL";"Filtros";"2 Torneiras";"KI";"Quantidade=2 peças"
"goevo:009790";"CABO FLEX 750V 25,00MM PT 70G CL5 NM247-3";"M";"Cabo Flexível 450/750V";"";"Eletrica";"25 mm² Preto Classe 5";"M";"Bitola=1 x 25 mm² | Classe=5 | Cor=Preto"
"goevo:009792";"DISJUNTOR 3P 100A C 10KA 230V IEC-60898 SD-D3C100";"PC";"Disjuntor Tripolar IEC-60898";"";"Eletrica";"3P 100A Curva C 10kA 230V";"PC";"Corrente=100 A | Polos=3P | Capacidade Ruptura=10 kA | Voltagem=230 V | Curva=C | Modelo=SD-D3C100"
"goevo:009794";"CLEANMIC";"UN";"Cleanmic";"";"Limpeza";"Padrão";"UN";""
"goevo:009796";"MESA DE JANTAR REDONDA 60CM TAMPO PRETO EM MDP BASE ZETA PRETO";"UN";"Mesa de Jantar Redonda Base Zeta";"";"Mobiliario";"60cm Tampo Preto Base Zeta";"UN";"Diametro=60 cm | Material Tampo=MDP | Cor Tampo=Preto | Base=Zeta Preto"
"goevo:009798";"BUFFET CLASSIC 3 PT OFF WHITE E FREIJÓ";"UN";"Buffet Classic 3 Portas";"";"Mobiliario";"Off White Freijó 3 Portas";"UN";"Cor=Off White e Freijó | Quantidade Portas=3"
"goevo:009799";"BALCÃO CANTINHO CAFÉ ENCANTO 2 PORTAS PARA COZINHA/RECEPÇÃO";"UN";"Balcão Cantinho Café Encanto";"";"Mobiliario";"2 Portas";"UN";"Quantidade Portas=2 | Aplicacao=Cozinha/Recepção"
"goevo:009800";"SOFA 3 LUGARES LIVING BASE DE MADEIRA LINHO COTTON CRU 210CM";"UN";"Sofá Living Base Madeira";"";"Mobiliario";"Cru 210cm";"UN";"Lugares=3 | Material=Linho Cotton | Cor=Cru | Largura=210 cm | Base=Madeira"
"goevo:009804";"TAPETE SALA VIA STAR SARDENHA SILVER - REDONDO - DIAMETRO 1,40";"UN";"Tapete Redondo Via Star Avery";"Via Star";"Revestimento";"Sardenha Silver 1,40m";"UN";"Modelo=Sardenha Silver | Diametro=1,40 m"
"goevo:009806";"ATUALIZAÇÃO DE TREINAMENTO PARA O USO CORRETO E REGULAR DOS EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL";"UN";"Treinamento de Atualização em EPI";"";"Serviços";"Uso Correto EPI";"UN";"Tipo=Uso Correto de EPI"
"goevo:009808";"ATUALIZAÇÃO DE TREINAMENTO PARA TRABALHAR COM SEGURANÇA EM ATIVIDADES ENVOLVENDO ELETRICIDADE";"UN";"Treinamento de Atualização em Segurança com Eletricidade";"";"Serviços";"NR10 Eletricidade";"UN";"Tipo=NR10"
"goevo:009809";"TREINAMENTO PARA TRABALHO EM ALTURA";"UN";"Treinamento para Trabalho em Altura";"";"Serviços";"NR35";"UN";"Tipo=NR35"
"goevo:009812";"ARVORE DE NATAL 150CM VERDE 300 GALHOS TRADICIONAL + 75 ENFEITE";"UN";"Árvore de Natal Tradicional com Enfeites";"";"Decoracao";"150cm Verde 300 Galhos 75 Enfeites";"UN";"Altura=150 cm | Cor=Verde | Quantidade Galhos=300 | Quantidade Enfeites=75"
"goevo:009813";"KIT COM 4 LAÇOS DE NATAL NATALINOS VERMELHO COM GLITTER 25CM";"KI";"Kit Laços de Natal";"";"Decoracao";"Vermelho Glitter 25cm 4pç";"KI";"Quantidade=4 peças | Cor=Vermelho | Acabamento=Com Glitter | Tamanho=25 cm"
"goevo:009816";"CASCATA DE ESTRELA 138 LED 8 FUNÇÕES 220V NATAL DECOR M/F COR DAS LUZES BRANCO-FRIO";"UN";"Cascata de Estrela LED para Natal";"";"Iluminacao";"138 LEDs Branco Frio 220V";"UN";"Quantidade LEDs=138 | Funcoes=8 | Voltagem=220 V | Cor=Branco Frio | Acabamento=Mista Fosca"
"goevo:009817";"KIT 20 BOLA NATAL AZUL LISA GLITTER FOSCA DECORAÇÃO ENFEITE";"KI";"Kit Bolas Lisa Colorida de Natal";"";"Decoracao";"Azul Lisa Glitter Fosca 20pç";"KI";"Quantidade=20 peças | Cor=Azul | Acabamento=Lisa Glitter Fosca"
"goevo:009818";"FECHADURA E CONTRA DE PRESSÃO P/ PORTA DE ABRIR 1520P/1504P";"UN";"Fechadura e Contra de Pressão para Porta de Abrir";"";"Ferragem";"1520P/1504P";"UN";"Modelo=1520P/1504P"
"goevo:009822";"CAIXA DE PASSAGEM 1 SAIDA INFER.OU LAT.DIR.OU ESQ.";"PC";"Caixa de Passagem 1 Saída";"";"Eletrica";"1 Saída Inferior/Lateral";"PC";"Quantidade Saidas=1 | Posicao=Inferior ou Lateral Direita/Esquerda"
"goevo:009823";"KIT 10 FESTÃO 2M ENFEITE DECORAÇÃO NATAL ARVORE VERDE";"KI";"Kit Festão Decoração de Natal";"";"Decoracao";"Verde 2m 10pç";"KI";"Quantidade=10 peças | Comprimento=2 m | Cor=Verde"
"goevo:009826";"ADESIVO CONTATO EXTRA FORTE SEM TOLUOL 2,8KG / 3,6 LT";"UN";"Cascola Contato Tradicional sem Tolueno Henkel";"Henkel";"Adesivos";"Extra Forte 2,8kg";"UN";"Peso=2,8 kg | Tipo=Extra Forte Sem Tolueno"
